comparison_id,comparison_name,gene_set,gene_name
influenza_inf_8_control,Influenza_8,Upregulated genes,ISG15
influenza_inf_8_control,Influenza_8,Downregulated genes,FMO6P
influenza_inf_8_control,Influenza_8,Differential exon usage,GPRC5A
influenza_inf_8_control,Influenza_8,Differential transcript expression,REV3L
influenza_inf_8_control,Influenza_8,Differential intron excision,IL1RN
influenza_inf_8_control,Influenza_8,Differential alternative splicing,IL1RN
influenza_inf_8_control,Influenza_8,Upregulated genes,IFI44L
influenza_inf_8_control,Influenza_8,Downregulated genes,FIBIN
influenza_inf_8_control,Influenza_8,Differential exon usage,THBS1
influenza_inf_8_control,Influenza_8,Differential intron excision,C1orf43
influenza_inf_8_control,Influenza_8,Differential alternative splicing,SUOX
influenza_inf_8_control,Influenza_8,Upregulated genes,IFI44
influenza_inf_8_control,Influenza_8,Downregulated genes,FOS
influenza_inf_8_control,Influenza_8,Differential exon usage,PDLIM5
influenza_inf_8_control,Influenza_8,Differential intron excision,TPD52L1
influenza_inf_8_control,Influenza_8,Differential alternative splicing,AP2M1
influenza_inf_8_control,Influenza_8,Upregulated genes,RSAD2
influenza_inf_8_control,Influenza_8,Differential exon usage,RNF213
influenza_inf_8_control,Influenza_8,Differential intron excision,NFE2L1
influenza_inf_8_control,Influenza_8,Differential alternative splicing,OSBP2
influenza_inf_8_control,Influenza_8,Upregulated genes,RBM43
influenza_inf_8_control,Influenza_8,Differential exon usage,IFI44L
influenza_inf_8_control,Influenza_8,Differential intron excision,NSF
influenza_inf_8_control,Influenza_8,Differential alternative splicing,MMS19
influenza_inf_8_control,Influenza_8,Upregulated genes,ARHGAP31
influenza_inf_8_control,Influenza_8,Differential exon usage,TPM4
influenza_inf_8_control,Influenza_8,Differential intron excision,BTG3
influenza_inf_8_control,Influenza_8,Differential alternative splicing,DDX60L
influenza_inf_8_control,Influenza_8,Upregulated genes,CHRNA9
influenza_inf_8_control,Influenza_8,Differential exon usage,KLF6
influenza_inf_8_control,Influenza_8,Differential intron excision,EPS8L2
influenza_inf_8_control,Influenza_8,Differential alternative splicing,STK39
influenza_inf_8_control,Influenza_8,Upregulated genes,CXCL10
