comparison_id,comparison_name,gene_set,gene_name
influenza_inf_24_control,Influenza_24,Upregulated genes,ISG15
influenza_inf_24_control,Influenza_24,Downregulated genes,FLG
influenza_inf_24_control,Influenza_24,Differential exon usage,BCL2L13
influenza_inf_24_control,Influenza_24,Differential transcript expression,STAT1
influenza_inf_24_control,Influenza_24,Differential intron excision,NT5C3A
influenza_inf_24_control,Influenza_24,Differential alternative splicing,SPATS2L
influenza_inf_24_control,Influenza_24,Upregulated genes,NADK
influenza_inf_24_control,Influenza_24,Downregulated genes,EFNA4
influenza_inf_24_control,Influenza_24,Differential exon usage,RIMS2
influenza_inf_24_control,Influenza_24,Differential transcript expression,WARS1
influenza_inf_24_control,Influenza_24,Differential intron excision,AHNAK
influenza_inf_24_control,Influenza_24,Differential alternative splicing,ASPH
influenza_inf_24_control,Influenza_24,Upregulated genes,FBXO6
influenza_inf_24_control,Influenza_24,Downregulated genes,MSTO2P
influenza_inf_24_control,Influenza_24,Differential exon usage,THBS1
influenza_inf_24_control,Influenza_24,Differential transcript expression,SAMD9L
influenza_inf_24_control,Influenza_24,Differential intron excision,HNRNPA2B1
influenza_inf_24_control,Influenza_24,Differential alternative splicing,HLCS
influenza_inf_24_control,Influenza_24,Upregulated genes,TNFRSF1B
influenza_inf_24_control,Influenza_24,Downregulated genes,FMO6P
influenza_inf_24_control,Influenza_24,Differential exon usage,SPATS2L
influenza_inf_24_control,Influenza_24,Differential transcript expression,IRF7
influenza_inf_24_control,Influenza_24,Differential intron excision,C1orf43
influenza_inf_24_control,Influenza_24,Differential alternative splicing,CISD1
influenza_inf_24_control,Influenza_24,Upregulated genes,ANO7L1
influenza_inf_24_control,Influenza_24,Downregulated genes,ATP6V1E2
influenza_inf_24_control,Influenza_24,Differential exon usage,TM4SF1
influenza_inf_24_control,Influenza_24,Differential transcript expression,IFIT2
influenza_inf_24_control,Influenza_24,Differential intron excision,BTG3
influenza_inf_24_control,Influenza_24,Differential alternative splicing,PREPL
influenza_inf_24_control,Influenza_24,Upregulated genes,IL22RA1
