comparison_id,comparison_name,gene_set,gene_name
sars_sars2_control,SARS2,Upregulated genes,WASH7P
sars_sars2_control,SARS2,Downregulated genes,PRXL2B
sars_sars2_control,SARS2,Differential exon usage,MAP3K13
sars_sars2_control,SARS2,Differential transcript expression,WWTR1
sars_sars2_control,SARS2,Differential intron excision,CD59
sars_sars2_control,SARS2,Differential alternative splicing,RBM3
sars_sars2_control,SARS2,Upregulated genes,AL627309.7
sars_sars2_control,SARS2,Downregulated genes,GPR153
sars_sars2_control,SARS2,Differential exon usage,SRSF3
sars_sars2_control,SARS2,Differential transcript expression,ALDH1A3
sars_sars2_control,SARS2,Differential intron excision,HNRNPA2B1
sars_sars2_control,SARS2,Differential alternative splicing,BTBD1
sars_sars2_control,SARS2,Upregulated genes,WASH9P
sars_sars2_control,SARS2,Downregulated genes,STMN1
sars_sars2_control,SARS2,Differential exon usage,HNRNPC
sars_sars2_control,SARS2,Differential transcript expression,TAOK1
sars_sars2_control,SARS2,Differential intron excision,NT5C3A
sars_sars2_control,SARS2,Differential alternative splicing,SRSF3
sars_sars2_control,SARS2,Upregulated genes,HES4
sars_sars2_control,SARS2,Downregulated genes,TRNP1
sars_sars2_control,SARS2,Differential exon usage,TPM1
sars_sars2_control,SARS2,Differential transcript expression,NEDD9
sars_sars2_control,SARS2,Differential intron excision,TRA2B
sars_sars2_control,SARS2,Differential alternative splicing,LAMB1
sars_sars2_control,SARS2,Upregulated genes,ISG15
sars_sars2_control,SARS2,Downregulated genes,PPT1
sars_sars2_control,SARS2,Differential exon usage,ATF7IP
sars_sars2_control,SARS2,Differential transcript expression,ARHGEF28
sars_sars2_control,SARS2,Differential intron excision,EIF4A2
sars_sars2_control,SARS2,Differential alternative splicing,HNRNPH1
sars_sars2_control,SARS2,Upregulated genes,AL645608.8
sars_sars2_control,SARS2,Downregulated genes,RIMKLA
sars_sars2_control,SARS2,Differential exon usage,MACF1
sars_sars2_control,SARS2,Differential transcript expression,TRPS1
sars_sars2_control,SARS2,Differential intron excision,HNRNPH3
sars_sars2_control,SARS2,Differential alternative splicing,HNRNPDL
sars_sars2_control,SARS2,Upregulated genes,AL390719.2
sars_sars2_control,SARS2,Downregulated genes,PDZK1IP1
sars_sars2_control,SARS2,Differential exon usage,SELENOW
sars_sars2_control,SARS2,Differential transcript expression,RIOK3
sars_sars2_control,SARS2,Differential intron excision,SAT1
sars_sars2_control,SARS2,Differential alternative splicing,SAT1
sars_sars2_control,SARS2,Upregulated genes,ZBTB48
sars_sars2_control,SARS2,Downregulated genes,AK4
sars_sars2_control,SARS2,Differential exon usage,ARHGAP26
sars_sars2_control,SARS2,Differential transcript expression,AKAP12
sars_sars2_control,SARS2,Differential intron excision,HNRNPL
sars_sars2_control,SARS2,Differential alternative splicing,DHX9
sars_sars2_control,SARS2,Upregulated genes,THAP3
sars_sars2_control,SARS2,Downregulated genes,HENMT1
sars_sars2_control,SARS2,Differential exon usage,VMP1
sars_sars2_control,SARS2,Differential transcript expression,PTPN14
sars_sars2_control,SARS2,Differential intron excision,HNRNPDL
sars_sars2_control,SARS2,Differential alternative splicing,TRA2B
sars_sars2_control,SARS2,Upregulated genes,PER3
sars_sars2_control,SARS2,Downregulated genes,VTCN1
sars_sars2_control,SARS2,Differential exon usage,HSPD1
sars_sars2_control,SARS2,Differential transcript expression,DDX6
sars_sars2_control,SARS2,Differential intron excision,SRSF3
sars_sars2_control,SARS2,Differential alternative splicing,TOMM34
sars_sars2_control,SARS2,Upregulated genes,TNFRSF9
sars_sars2_control,SARS2,Downregulated genes,PHGDH
sars_sars2_control,SARS2,Differential exon usage,HLA-B
sars_sars2_control,SARS2,Differential transcript expression,PHF20L1
sars_sars2_control,SARS2,Differential intron excision,GUSBP14
sars_sars2_control,SARS2,Differential alternative splicing,NT5C2
sars_sars2_control,SARS2,Upregulated genes,AL034417.4
sars_sars2_control,SARS2,Downregulated genes,MUC1
sars_sars2_control,SARS2,Differential exon usage,HELZ
sars_sars2_control,SARS2,Differential transcript expression,HNRNPL
sars_sars2_control,SARS2,Differential intron excision,CYP24A1
sars_sars2_control,SARS2,Differential alternative splicing,DCAF6
sars_sars2_control,SARS2,Upregulated genes,SPSB1
sars_sars2_control,SARS2,Downregulated genes,AL356276.1
sars_sars2_control,SARS2,Differential exon usage,DAZAP1
sars_sars2_control,SARS2,Differential transcript expression,TNFAIP3
sars_sars2_control,SARS2,Differential intron excision,RABGAP1L
sars_sars2_control,SARS2,Differential alternative splicing,HNRNPLL
sars_sars2_control,SARS2,Upregulated genes,PIK3CD
sars_sars2_control,SARS2,Downregulated genes,SELL
sars_sars2_control,SARS2,Differential exon usage,GABARAPL2
sars_sars2_control,SARS2,Differential transcript expression,AK4
sars_sars2_control,SARS2,Differential intron excision,GRB7
sars_sars2_control,SARS2,Differential alternative splicing,HNRNPL
sars_sars2_control,SARS2,Upregulated genes,MTHFR
sars_sars2_control,SARS2,Downregulated genes,PPFIA4
sars_sars2_control,SARS2,Differential exon usage,PDE10A
sars_sars2_control,SARS2,Differential transcript expression,HNRNPDL
sars_sars2_control,SARS2,Differential intron excision,NBPF14
sars_sars2_control,SARS2,Differential alternative splicing,ZC3H4
sars_sars2_control,SARS2,Upregulated genes,CLCN6
sars_sars2_control,SARS2,Downregulated genes,SNRPGP10
sars_sars2_control,SARS2,Differential exon usage,HSPH1
sars_sars2_control,SARS2,Differential transcript expression,TMEM250
sars_sars2_control,SARS2,Differential intron excision,HNRNPLL
sars_sars2_control,SARS2,Differential alternative splicing,BCLAF1
sars_sars2_control,SARS2,Upregulated genes,TMEM51
sars_sars2_control,SARS2,Downregulated genes,CTSE
sars_sars2_control,SARS2,Differential exon usage,U2SURP
sars_sars2_control,SARS2,Differential transcript expression,URGCP
sars_sars2_control,SARS2,Differential intron excision,DHX9
sars_sars2_control,SARS2,Differential alternative splicing,CYP24A1
sars_sars2_control,SARS2,Upregulated genes,PLEKHM2
sars_sars2_control,SARS2,Downregulated genes,PIGR
sars_sars2_control,SARS2,Differential exon usage,ANXA1
sars_sars2_control,SARS2,Differential transcript expression,FOXO3
sars_sars2_control,SARS2,Differential intron excision,HNRNPH1
sars_sars2_control,SARS2,Differential alternative splicing,ADAM9
sars_sars2_control,SARS2,Upregulated genes,SPEN
sars_sars2_control,SARS2,Downregulated genes,SRP9
sars_sars2_control,SARS2,Differential exon usage,DYNLL1
sars_sars2_control,SARS2,Differential transcript expression,VPS13D
sars_sars2_control,SARS2,Differential intron excision,BTBD1
sars_sars2_control,SARS2,Differential alternative splicing,HNRNPH3
sars_sars2_control,SARS2,Upregulated genes,ZBTB17
sars_sars2_control,SARS2,Downregulated genes,CYS1
sars_sars2_control,SARS2,Differential exon usage,CALM2
sars_sars2_control,SARS2,Differential transcript expression,SKIL
sars_sars2_control,SARS2,Differential intron excision,SRSF7
sars_sars2_control,SARS2,Differential alternative splicing,AKAP8L
sars_sars2_control,SARS2,Upregulated genes,PADI3
sars_sars2_control,SARS2,Downregulated genes,CEBPZOS
sars_sars2_control,SARS2,Differential exon usage,C1orf116
sars_sars2_control,SARS2,Differential transcript expression,STAT1
sars_sars2_control,SARS2,Differential intron excision,LRPPRC
sars_sars2_control,SARS2,Differential alternative splicing,HNRNPC
sars_sars2_control,SARS2,Upregulated genes,SH2D5
sars_sars2_control,SARS2,Downregulated genes,CYP1B1
sars_sars2_control,SARS2,Differential exon usage,MACROH2A1
sars_sars2_control,SARS2,Differential transcript expression,MAPKAP1
sars_sars2_control,SARS2,Differential intron excision,CHORDC1
sars_sars2_control,SARS2,Differential alternative splicing,CHORDC1
sars_sars2_control,SARS2,Upregulated genes,HTR1D
sars_sars2_control,SARS2,Downregulated genes,GALM
sars_sars2_control,SARS2,Differential exon usage,FLNA
sars_sars2_control,SARS2,Differential transcript expression,TMEM184B
sars_sars2_control,SARS2,Differential intron excision,THRAP3
sars_sars2_control,SARS2,Differential alternative splicing,LMAN2L
sars_sars2_control,SARS2,Upregulated genes,ZNF436
sars_sars2_control,SARS2,Downregulated genes,MDH1
sars_sars2_control,SARS2,Differential exon usage,NEDD4L
sars_sars2_control,SARS2,Differential transcript expression,DDX3X
sars_sars2_control,SARS2,Differential intron excision,IGF2BP2
sars_sars2_control,SARS2,Differential alternative splicing,KPNA1
sars_sars2_control,SARS2,Upregulated genes,IL22RA1
sars_sars2_control,SARS2,Downregulated genes,LINC02245
sars_sars2_control,SARS2,Differential exon usage,GLS
sars_sars2_control,SARS2,Differential transcript expression,OAS2
sars_sars2_control,SARS2,Differential intron excision,FNBP4
sars_sars2_control,SARS2,Differential alternative splicing,DDX46
sars_sars2_control,SARS2,Upregulated genes,GRHL3
sars_sars2_control,SARS2,Downregulated genes,ANXA4
sars_sars2_control,SARS2,Differential exon usage,B2M
